id,level,sector,filiere,degree
16531011M,Niveau 1,Echanges et gestion,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),DIPLOME DE FORMATION SUPERIEURE AU MANAGEMENT DE L'IPAG  
16531204M,Niveau 1,Echanges et gestion,"Commerce, vente",Diplôme vise et grade niveau master de l'école des hautes études commerciales de Lille
16531210M,Niveau 1,Echanges et gestion,"Commerce, vente",Diplôme de l'école supérieure de négociation commerciale de Paris
16531211M,Niveau 1,Echanges et gestion,"Commerce, vente",Diplôme de l'institut des hautes études économiques et commerciales (gr MASTER INSEEC)
16531212M,Niveau 1,Echanges et gestion,"Commerce, vente",Diplôme grade master de l'école supérieure de commerce de Lille
16531224M,Niveau 1,Echanges et gestion,"Commerce, vente",Diplôme grade master de l'école supérieure de commerce du havre
16531226M,Niveau 1,Echanges et gestion,"Commerce, vente",Diplôme de l'école supérieure du commerce extérieur de Paris
16531227M,Niveau 1,Echanges et gestion,"Commerce, vente",Diplôme de l'école supérieure des sciences commerciales d'Angers (MASTER)
16531229M,Niveau 1,Echanges et gestion,"Commerce, vente",Diplôme d'Etudes Supérieures en Entrepreneuriat et Management Commercial (Grade MASTER Novancia)
16531230M,Niveau 1,Echanges et gestion,"Commerce, vente",Diplôme de l'European Business School de Paris
16A22101P,Niveau 1,Transformation,"Agro-alimentaire, alimentation, cuisine",Expert en Création et Ingénierie de Produits Alimentaires (Ecole G. Ferrandi Agro Paris Tech)
16C20001R,Niveau 1,Spécialités pluritechniques de la production,"Technol. industrielles fondamentales (génie industriel, et procédés de transformation, spécia. à dominante fonctionnelle",Manager en Ingénierie de la Qualité et du Développement Durable (Ecole Hubert Curien)
16C22101M,Niveau 1,Transformation,"Agro-alimentaire, alimentation, cuisine",Manager du Développement d'affaires en Agrobusiness (Tecomah CCIP)
16C22102W,Niveau 1,Transformation,"Agro-alimentaire, alimentation, cuisine",Manager international agroalimentaire (MASTER ESSEC)
16C24201P,Niveau 1,Matériaux souples,Habillement (y compris mode et couture),"Manager, développeur en produit de la mode et de l'habillement (TP CCIP)"
16C31002M,Niveau 1,Echanges et gestion,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),Manager des achats internationaux (certification ESSEC)
16C3100AT,Niveau 1,Echanges et gestion,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),Droit des affaires internationales et management (mastère spécialisé de l'ESSEC) (TH)
16C31101N,Niveau 1,Echanges et gestion,"Transport, manutention, magasinage","Manager transport, logistique et commerce international (TITRE PRO EUROMED)"
16C3120BT,Niveau 1,Echanges et gestion,"Commerce, vente",Responsable en ingénierie et négociation d'affaires (TH)
16C3120CN,Niveau 1,Echanges et gestion,"Commerce, vente",Manager marketing international (groupe ESSEC)
16C32601N,Niveau 1,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Manager en ingénierie de l'informatique des réseaux et des télécoms ITIN-ESCIA (TP NIV 1)
16C32602W,Niveau 1,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Ingénieur d'affaires en hautes technologies (TP EURIDIS Management)
16C3340BM,Niveau 1,Services aux personnes,"Accueil, hôtellerie, tourisme",Expert-gestionnaire en hôtellerie internationale (IMHI) (TH)
16N12401G,Niveau 1,Sciences humaines et droit,Psychologie,Diplôme de psychologue de l'école des psychologues praticiens (ICP)
16N31501N,Niveau 1,Echanges et gestion,"Ressources humaines, gestion du personnel, gestion de l'emploi",Responsable ressources humaines (SUP RH)
16N3150BN,Niveau 1,Echanges et gestion,"Ressources humaines, gestion du personnel, gestion de l'emploi",Responsable en management et direction des ressources humaines (IGS)
16N32001M,Niveau 1,Communication et information,Spécialités plurivalentes de la communication,Consultant en intelligence économique (TITRE PRO Niv 1 - EEIE)
16N32601N,Niveau 1,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Expert en ingénierie informatique (EPITA)
16N32602N,Niveau 1,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Expert en systèmes et réseaux informatiques (ESGI)
16N32603N,Niveau 1,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Expert en ingénierie des systèmes et réseaux (TP ESIEA )
16N32604N,Niveau 1,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Expert en ingéniérie du logiciel (TP ESIEA )
16N32605N,Niveau 1,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Architecte technique en informatique et réseaux (TITRE PRO Niv 1)
16N32606N,Niveau 1,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Manager des systèmes d'information (TITRE PRO Niv 1 - CESI)
16N32607N,Niveau 1,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Manager en systemes d'information (ADIP IPI)
16N3260CN,Niveau 1,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Responsable des systèmes d'information répartis en mastère ESSEC-ENST (TP)
16N34401M,Niveau 1,Services à la collectivité,"Sécurité des biens et des personnes, police, surveillance (y compris hygiène et sécurité)",Manager des risques - RISK EISTI (TITRE PRO Niv 1 )
16NI0279,Niveau 2,Services aux personnes,"Accueil, hôtellerie, tourisme",Tourisme (MAITRISE professionnalisée)
16NI0280,Niveau 1,Services aux personnes,"Accueil, hôtellerie, tourisme",Tourisme culture environnement (DESS)
16NI0281,Niveau 1,Services aux personnes,"Accueil, hôtellerie, tourisme",Stratégies touristiques hôtelière option : hôtellerie international et développement (DESS)
16NI0296,Niveau 1,Echanges et gestion,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),Sciences du management : management (MASTER)
16NI0368,Niveau 1,Services aux personnes,"Animation culturelle, sportive et de loisirs",diplôme INSEP (1an)
16NI0376,Niveau 1,"Mécanique, électricité, électronique",Spécialités pluri-technologiques mécanique-électricité (y compris maintenance mécanique-électricité),Ensiee : École nationale supérieure d'informatique pour l'industrie (DIP ENSIEE)
16NI0387,Niveau 1,Non défini,Non défini,Ingénieur informatique option : ingénierie des données et management des systèmes d'information (DIP ING)
16Q31101M,Niveau 1,Echanges et gestion,"Transport, manutention, magasinage",Manager des operations logistiques internationales  (Groupe Promotrans)
16R32001M,Niveau 1,Communication et information,Spécialités plurivalentes de la communication,Manager de la communication numérique (TITRE PRO Niv 1 - L. DE VINCI )
16T31201P,Niveau 1,Echanges et gestion,"Commerce, vente",Manager d'univers marchand (TP niv 1)
16U3130BP,Niveau 1,Echanges et gestion,"Finances, banque, assurances",Principes et Pratiques de la Finance Islamique (Diplôme Universitaire PARIS DAUPHINE)
16U3130CP,Niveau 1,Echanges et gestion,"Finances, banque, assurances",Exécutive Master finance de l'immobilier (DU Université Paris Dauphine)
16U34301N,Niveau 1,Services à la collectivité,"Nettoyage, assainissement, protection de l'environnement",Biodiversité Environnement des grandes infrastructures BEGI (Diplôme Universitaire de PARIS 1)
16X31001P,Niveau 1,Echanges et gestion,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),Management d'entreprise ou de centre de profit (TITRE PRO Niv 1 -IFAG)
16X31301P,Niveau 1,Echanges et gestion,"Finances, banque, assurances",Manager de l'assurance (école supérieure d'assurances)
16X31303M,Niveau 1,Echanges et gestion,"Finances, banque, assurances",Manager des risques et des assurances de l'entreprise (Ecole Superieure d'Assurances)
16X32601N,Niveau 1,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Expert en informatique et systèmes d'information (EPSI)
16X32603N,Niveau 1,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Chef de projet international en informatique et reseaux (Groupe ESAIP)
